,text,target
85,কুত্তাচোদা,1
86,তর পুটকিত ধান ছড়াইয়া চড়ুই দিয়া খাওয়ামু,1
87,বালি দিয়া চুদমু তরে খাঙ্কি মাগী,1
88,বালের রয়েল বেঙ্গল উকুন,1
89,তোর হউরিরে ডিগবাজী,1
90,তোর জাঙ্গীয়া খুইল্যা আগুন লাগায় দিমু,1
91,বাল ফালায়া খালে নামানো,1
92,বাল ফালায়া আটিঁ বান্ধা,1
93,বালে বালে গিট্টু,1
94,মইত্যা নিজামী,1
95,গেলমান,1
96,বাপের বাল ফালায়,1
97,ভোদাই,1
98,ভোদার বাল,1
99,বাল,1
100,বাল ছাল,1
101,ধোনের বাল,1
102,ধোন,1
103,টেংরি ভাইংগা হাতে ধরায়া দিমু,1
104,নটি,1
105,নটি মাগি,1
106,নটি মাগির পোলা,1
107,নটি মাগির ঝি,1
108,গুদের বাল,1
109,মাগিবাজ,1
110,মাইগ্যা,1
111,বেশ্যা মাগী,1
112,বাল ফালাইয়া আটি বান,1
113,ভৈরব মাগী,1
114,পুকটি মারা খা,1
115,গাড় মারা খা,1
116,ভইরা দিমু,1
117,মাঙ্গের পোলা,1
118,উপ্তা কইরা চুদমু,1
119,মাঙ্গের নাতি,1
120,চুদনা মাগী,1
121,ভাতার চুদা,1
122,গরম ডিম দিমু,1
123,উপ্তা কইরা চুদা দিমু,1
124,গোস্তের লাঠি সাটামু,1
125,ধোন কাইট্টা কুত্তা দিয়া খাওয়ামু,1
126,লেওরা,1
127,চুতমারানীর পোলা,1
128,তর মায়েরে চিচিং ফাক,1
129,কান্দে ফালাইয়া তর মায়েরে চুদি,1
130,পুটকিতে বাশ দিমু,1
131,চামড়া ছুইল্লা লবণ লাগামু,1
132,লাথ্থি দিমু,1
133,উষ্টা খা,1
134,গুদির ব্যাটা,1
135,কাঠ্ঠির বেট্যা,1
136,ল্যাদানী,1
137,হোলচাটা,1
138,বাইনচোদ,1
139,মাদার চোদ,1
140,হোগা চাটা,1
141,হোল টাইনা পুকটিতে ভর,1
142,হোলের চুলকানী,1
143,বোকা আচোদা,1
144,খবিশ চোদা,1
145,ভুস্কি মাগির পোলা,1
146,তর ভোদায় বিলাই হ্যাচড়া,1
147,তর মার ভোদায় পাব্লিক টয়লেট,1
148,তর মায়ের ভুদাতে পোকা,1
149,তর বাপপের হোল তর বউয়ের ভোদাতে,1
150,তর মায়ের ঐখানে বিছাতু পাতা,1
151,তোগোরে ফাসিতে লটকাইয়া চুদমু,1
152,তোগোর ধোন টাইনা তোগোর পিছন দিয়া ঢুকামু,1
153,জং লোহা দিয়া পাকিস্তানের মানচিত্র বানাই্য়া তোদের পিছন দিয়া ঢুকামু,1
154,তর মায়ের ভোদা শিরিষ কাগজ দিয়া ঘইষা দিমু,1
155,তর মায়ের ভোদা বোম্বাই মরিচ দিয়া চুদামু,1
156,তর হোগায় ইনপুট তর মায়ের ভোদায় আউটপুট,1
157,তর বাপের পুটকির ফুটা দিয়া কাডল ঢুকামু,1
158,নিজামীর গোয়ার কৃমি,1
159,তর বাপের ধন দিয়া ডাংগুলি খেলুম,1
160,তর বাপের বিচি বেইচা কটকটি খামু,1
161,তর বৌয়ের ভোদায় মাগুর মাছ চাষ করুম,1
162,তর ধন দিয়া মাটি খুড়ুম,1
163,ফাটা কন্ডমের ফসল,1
164,হাতির ল্যাওড়া দিয়া তর মায়েরে চুদুম,1
165,তর মায়ের ভোদা ছিল্লা লবণ লাগায় দিমু,1
166,তর বাপের হোগা দিয়া ট্রেন ভইরা দিমু,1
167,তরে গোআ দিয়া চুদামু,1
168,এক কানে হোল ভইরা আরেক কান দিয়া বাইর করমু,1
169,তোর হোল ভাজি কইরা তোরেই খাওয়ামু,1
170,কুত্তার পুকটি চাটামু,1
171,মাসিকের ত্যানা,1
172,তোর নাকে হাইগ্যা দিমু,1
173,তোর বাপ গাইড়্যা,1
174,মোবাইল ভাইব্রেশন কইরা তুর পুকটিতে ভরবো,1
175,তোর বাপে তোর,1
176,চুইদা তোর মাসিক অফ কইরা দিমু,1
177,আউরা মাগীর জাউরা পোলা তোর মারে চুদতে লাগে বালা তোর মায়ের ভোদা এতো কালা,1
178,তর মায়রে চুদি তর বাপের কান্দে ফালাইয়া,1
179,তর পুটকিত ধান ছড়াইয়া চড়ুই দিয়া খাওয়ামু,1
180,তোর হউরিরে ডিগবাজী,1
181,হ্যাডা কালা ভুস্কি মাগীর পোলা তোর বেশ্যা জাতের মায়েরে চুদি,1
182,ভুস্কি মাগীর পোলা তোরে আনলিমিটেড চোদা আজকে,1
183,বাঙালি এমনই এক বোকাচোদা জাত ডাইরেক্ট চোদা খাইলে বুঝেই চোদন জিনিস,1
184,রোজা রমজানের দিনে মুখ খারাপ করাইস মাগীর পোলা,1
185,বাল ফালায়া খালে নামানো,1
186,তম্মার হেডা,1
187,লেন্ডি মাগির পোলা,1
188,চুদির ভাই লক্ষণ কোথায় ছিলি এতক্ষণ,1
189,ভেন্ডি মাগির পোলা,1
190,আড়াইল্যা মাগির পোলা,1
191,জাড়াইল্যা মাগির পোলা,1
192,পেট লাগানির পোলা,1
193,চোদা খা,1
194,তোর বইনরে হাতির কান্ধে ফালায়া চুদুম,1
195,ছেনাল মাগির পোলা,1
196,ছেনাল মাগি,1
197,ছেনাল,1
198,তোর বইনরে আউবনে ঝাউবনে কাশবনে উড়াইয়া ঘুড়াইয়া লৌড়াইয়া চুদি,1
199,চুদমারানি চুদির ভাই চুইদা কস চুদিনাই,1
200,নাটকির পোলা বোনচোদা,1
201,দুনিয়ায় যেদিক দিয়া আইছস ওইদিক দিয়া ভইরা দিমু,1
202,মাগীর পুত,1
203,তোর মায়রে এতো চুদছি অতো বড়ইও তুই খাস জীবনে,1
204,মাঙের নাতি,1
205,তোর পুটকি দিয়া নল ঢুকাইয়া মুখ দিয়া করুম,1
206,টোব্লা চোসা বান্দর,1
207,ভোদা চাটা পোলা,1
208,চোদেনা মাঙ্গে,1
209,তুমার নানীরে লৌড়াই,1
210,বাবা মারানী বাবা চুদী,1
211,বাবা মারানী,1
212,বাবা চুদী,1
213,চোরের মায়রে চুদি,1
214,তরে পুটকি মাইরা তালগাছে উডামু,1
215,চোদেনা মাঙ্গে মাল পড়ে ঠ্যাঙ্গে,1
216,চউখ ল্যাওড়ার তলে থুইছ,1
217,হোগার নাতী তোর হাতে মোমবাতি ধরায়া দিয়া তোর বোনরে চুদি,1
218,চুদি,1
219,তর ধোন দিয়া শিক বানায়া মোস্তাকিমে বেচুম,1
220,মার গুদে বাল ছোয়ালের মুখে চাপদাড়ি,1
221,গুয়ায় আইক্কা ওলা বাশ দিমু,1
222,পুটকিতে আঙ্গুল দিয়া বয়া থাক,1
223,থাবরা দিয়া দাত ফালাইয়া দিমু,1
224,জুতা দিয়া পিটামু,1
225,রাম ঠাপ খাবি,1
226,তর মায়রে বাপ,1
227,হাতি দিয়া চুদামু,1
228,কুত্তা চোদা,1
229,গোস্তের লাডি ঢুকামু,1
230,প্রতারক মাগিবাজ কম,1
231,হায় রে গর্দভ প্রসঙ্গে কথা বল্লি দিয়া শেষ করলি,1
232,হায় রে গর্দভ,1
233,সোনার ডিমকে হাঁসের বড় ডিম দিয়ে থেরাপি,1
234,ডিম দিয়ে থেরাপি,1
235,তুর বাপ ছিলো শয়তান পয়দা আরেকটা শয়তান,1
236,শুকরের বাচ্ছায় কয়ডা,1
237,তুই দেশে থাকলে তুকে মেরে বলত তুই ইয়াবার কারখানা,1
238,তুই একটা আস্তা বেয়াদব,1
239,কানটা অবিকল রামছাগল মত,1
240,শ্রেষ্ঠ গর্দভ,1
241,মালুর বাচ্চা তোদের ধর্ম সত্যি সরাসরি চ্যালেঞ্জ পারিস,1
242,মালুর বাচ্চা,1
243,অাগে ইতার পোন্দে ডিম ডুকানোর ব্যবস্থা নাহয় অন্যকিছু ভাববো,1
244,খাঙ্কির পোলা ইসলামের মত বেজন্মাদের ধর্মের সাথে হিন্দু ধর্মকে চ্যালেঞ্জ জানাতে,1
245,জাকির খাঙ্কির পোলা জঙ্গির বাচ্চাটাকে পিটিয়ে ভারতে এনে লেংট পিটিয়ে মেরা ফেলা হউক,1
246,লেংটির বাচ্চা তোরা ত লাফাস সাথে ত তর্কেই তোদের ঠাকুরেরা জিততে পারেনি,1
247,রেন্ডি জাতী,1
248,অাবার ফন্দী বের রেন্ডি জাতী,1
249,জামাত মানে শুয়ারের বাচ্চা,1
250,তুই কুত্তালিগের জারজ,1
251,তুই একটা মাদার চৌদ জামাত শিবিরের বেজন্মা,1
252,শুয়োর ছানার খুনি নেতা,1
253,তুই বেস্যালিগের জারজ,1
254,শুয়ারের বাচ্চা খুনি নোয়াখালীর কলঙ্ক,1
255,তোর বাপ বড় চোর শুয়ার বাচ্চা,1
256,চোর পোলা তোর বাপ গাড়িচাপা দিয়া কেও মারতো খুশি হতাম,1
257,খানকির বাচ্চাটারে আসেপাসের মানুষ গনপিটানি দিয়া মেরে ফেললনা বেজন্মাটা আজকে মারসে একজনকে ভবিস্যতে মারবে মানুষ মানুষের বেস্যা মাগি খানকি নটি শুওরের পুটকি দিয়া পয়দা হওয়া চুদানির পুতটারে অইখানেই মাইরা ফেলা,1
258,শুয়োরের বাচ্চা বাপের মাবোনস্ত্রীকন্যারা আওয়ামী বেশ্যা বাপছেলে মিলে মাবোনস্ত্রীকন্যার বেশ্যাবৃত্তির দালালি দেশের শত্রু পাবলিকের শত্রু এইসব দেশপাবলিকের শত্রু বেশ্যা বেশ্যার দালালদের ফাঁসি চাই,1
259,তুর চেয়ে কুত্তা ভাল অমানুষতুর বাপের এতই টাকা তুর বাপরে পারিস তুরে চাঁদে একটা রাস্তা বানাই তুই পাগলা কুত্তার জেরুজালেমের গাড়ি চালাইতে পারতি তুর ফাসি চাই কুত্তার বাচ্চা জনসাধারণ এক তুর ডেন্ডি পুত্রের অস্তিত্ত ইতিহাস ব্যাপার জাহান্নামে কুত্তা তুর মরন এইভাবে তুর মৃত দেহ কুত্তাই খায় মরবি কোনোদিন আল্লাহর ভয়,1
260,খানকির বাচ্চাটারে আসেপাসের মানুষ গনপিটানি দিয়া মেরে ফেললনা বেজন্মাটা আজকে মারসে একজনকে ভবিস্যতে মারবে মানুষ মানুষের বেস্যা মাগি খানকি নটি শুওরের পুটকি দিয়া পয়দা হওয়া চুদানির পুতটারে অইখানেই মাইরা ফেলা,1
261,বেস্যা মাগীও খাককি চুদানির পুত শুওরের বাচ্চা লম্পটের বাচ্চা হারামজাদা তোর বাপতো ভোটে নির্বাচিত জারজ এমপি বেস্যা মাগির পুত বল তোর হারামখোর বাপ মা টাকা কোথাক পাইসে নটি মাগির পু তোর বাপ মার জন্মের তোরও বেস্যা ছিনালের পুত তোদের মত শুওরের পুটকি দিয়া বাইর হওয়া বেজন্মাগুলার গনপিটানিই একমাত্র সমাধান,1
262,ঘোড়া গাধার যৌন মিলনে জন্ম খচ্চরের তেমনি আওয়ামীলীগের ভোটের এমপি ভোটের উপজেলা চেয়ারম্যানের এমপির বউ কনডম দূর্ঘটনায় জন্ম হয়েছে শাবাব মানুষরুপী খচ্চরের আওয়ামী খচ্চরদের নিকট কিবা আশা যায়,1
263,শালা বরলোকের দালালি করিস আজকে তর বাপ মায়রে গাড়ি চাপা দিয়া মার তুই খুশি হইয়া এমপিরে বাপ বাপ কইয়া ডাকতি,1
264,জামায়েত বিএনপি রা বাইনচোদ তোরা খাই দাই এমপি পুত্রের পিচে করন পড়েচিস তোরা মাদারিরা,1
265,তুই ত কুক্তা লীগ খানকির পোলা কারনে তোর ভালো লাগে জারজ বাচ্চা,1
266,মাদারচোদে বিরিয়ানি পাইসে,1
267,খুনির দালাল জারজলীগ,1
268,মাদারচুত সংসদ পুত্র খুন করবেতর পুটকি জলে কেনসংসদ পুত্র পালিয়ে জনগনের জোর গলায় বলতো বাবা এমপি চারপাচটা পথচারী খুন করবইতা লেজগুটিয়ে পালালো কেনচামচামি নিছোসআল্লাহ্‌ খুনির বিচার করবেইইনশাআল্লাহ,1
269,সাবাবের মারে চুদি,1
270,চুদির পোলা তরা নটি মাগীর পোলা তগো কুত্তায় চুদে জন্ম দিছে,1
271,বেস্যা মাগীও খাককি চুদানির পুত শুওরের বাচ্চা লম্পটের বাচ্চা হারামজাদা তোর বাপতো ভোটে নির্বাচিত জারজ এমপি বেস্যা মাগির পুত বল তোর হারামখোর বাপ মা টাকা কোথাক পাইসে নটি মাগির পু তোর বাপ মার জন্মের তোরও বেস্যা ছিনালের পুত তোদের মত শুওরের পুটকি দিয়া বাইর হওয়া বেজন্মাগুলার গনপিটানিই একমাত্র সমাধান,1
272,শালা নটির ঝি,1
273,আওয়ামী শুয়োরের বাচ্চা,1
274,খুনিরে সুইট বলউপ্তা কইরা চুদে দিবে বুঝবা,1
275,নাইস সুদাও ক্যা,1
276,হালারপু,1
277,শুয়োরের বাচ্চা বাপের মাবোনস্ত্রীকন্যারা আওয়ামী বেশ্যা বাপছেলে মিলে মাবোনস্ত্রীকন্যার বেশ্যাবৃত্তির দালালি দেশের শত্রু পাবলিকের শত্রু এইসব দেশপাবলিকের শত্রু বেশ্যা বেশ্যার দালালদের ফাঁসি চাই,1
278,চোর খুনি তোরা তোদের মত জারোজ এমপি বাংলাদেশের কলঙ্ক,1
279,10,1
280,অসাধারন পিক বাইঞ্চোদ বাপ ছেলে কুলাঙ্গার ডিটেক্টট,1
281,হাঊয়ার নাতি তোর হোগা দিয়া ভিজা পাঊরুটি ফুলকপি ঢুকামু ঘরের আলমারি ঢুকামু জনি সিন্স বোয়িং উড়োজাহাজ ল্যান্ডিং করামু,1
282,নিশিদ্ধ পল্লীতে জন্ম তোর এক রাতের কনডম এক্সিডেন্ট ফল তুই আসলে দোষ দেশের সরকার সময় মত তোর বাপের হাতে হিরো বেলুন তোর মায়ের হাতে সুখি বরি দিতো তোর মত একটা হিজরা হতো জাতি,1
283,আরিফ তোর বিচি কেটে ভাগা দিয়ে বিক্রি টাকা টাকা দিয়ে তোর নাকের উপরের পশমগুলো ভ্রু প্লাগ দেয়াব জনি সেনকে দিয়ে জনি সেন তোকে পিছন দিয়ে খাওয়াবে গরম আখের রস,1
284,আরিপ্পা কয় কেজি গঞ্জিকা সেবন করসোস তোর চোখ ক্যা,1
285,সিউর তুই তোর মার পুটকি দিয়া বাইর হইছস,1
286,মেয়েটা আসলেই একটা মাতারী লেসবু পার্টনার বাছাই করবি ভালো কথা খেয়াল করবি মোছ,1
287,বাই দ্যা ওয়েআরিপ্পা তোর ভাগ্য ভালো আইফেল টাওয়ার টা দূরে হয়ে ভিত্রে থাকলে বাঙালী চুরি কইরা আইনা হইলেও ওইটা তোর পুটকি দিয়া ভরতো তুই প্রভা চাচীর চিল্লাইতি ইস পেটে ঢুকে,1
288,তোর পুটকি দিয়া ভরতো,1
289,ডাইরেক্ট তাবিজ্জার ভিত্রে ভইরা রাখবো বাইঞ্চুদ,1
290,আরিপ্পা ফ্রিল্যান্সিং তুই বুঝস তর মত আরিপ্পা ফ্রিল্যান্সিং জানতি তুই হুগা মাইরা টাকা ইনকাম করতি,1
291,হুগা মাইরা টাকা ইনকাম করতি,1
292,শালা তোকে হাল্কা চুদে ফর্মে এনেরাস্তায় ফেলে দিবো,1
293,তগো পাছার ভিত্রে কবুতর ঢুকাই হাততালি ইচ্ছা করতাসেযাতে কবুতর ছটফটানি তে মইরা যাস,1
294,মাদারটোস্ট তুই কখনো পোলা ওইবি,1
295,ধুরও কুত্তার বাইচ্চা,1
296,শুয়োর তোকে পাইতাম পোষা কুকুর দিয়ে চুদাইয়া তোর পুটকির রগ ছিড়াই দিতাম তোর অন্ডকোষ কেঁটে সাদা কালার তোর মাইজ্ঞা তাবিজ ফারুককে ডিম খাওয়াইতাম,1
297,সালা আবাল তুই জামা কিনসতুই ত কনডম কিনস,1
298,বাঞ্চোদ তোরে কতবার কইসি ছবি খেয়ে গাজা আপ্লোড দিস,1
299,পাসের দুধ বড় মালটা কেরে আরিফ ভাবি নি,1
300,মাগী একসাথে,1
301,কিরে জানোয়ারআজকেও হোগা মারছে তাবিজ ফারুকেচোখ লাল প্রেন্ট লাল থাকতো চোখ লাল রহস্য সোনায়মাল চুদন,1
302,হ্লা মাদারটোস্ট,1
303,ভাই আবেগ কেম্নে হোগা ম্রা খাইলো,1
304,চুদির পো দিলি গান টা রে রেপ,1
305,মন খারাপ থাকলে আবাল তোর পেজ ঘুরে যাই রে মখা,1
306,এইটারেও চুদে দিলি,1
307,সালা মাদারচোদের বাচ্চা,1
308,টিনের চালে কাউয়া মডেল আরিফ সাউয়া,1
309,তোরে মানুষ সোদন দেয় কাপড় পড়ার সময় কই তোর,1
310,যেমনে মানুষের সোদন খাস এইডস হইবো তোর টাকা দিয়া কনডম কিন কামে লাগবো তোর,1
311,হালায় নির্ঘাত গাঞ্জা গুইল্লা খাইছে,1
312,আকাশ চুদিলামবাতাস চুদিলাম চুদিলাম সুরেশ কাল জগৎ ঘুরিয়া কোথাও পাইলাম আরিফফার মত মাল,1
313,নাকের নিচে চিকন কইরা বাল রাখতি মোটা বানাইছস,1
314,আবেগ কিনিস আবেগ বেলুনে ভরে তোর হোগায় হান্দায়া দেব আবেগের ঠাপে আকাশে বাতাসে উড়বি ভাসবি অপরাধী ভাববি,1
315,খাইঞ্চোদের পোলা জামা তোর শাওার ভিত্রে ভরে রাখ অপরাধী লইয়া লাড়া চাড়া করবি ফারুক চোদা দিয়া তোক পুয়াতি বানাইয়া ছাইড়া দিমু মাদারচোদ,1
316,দুইটা লেসবো একসাথে দেইখ্যা সোনাতা নেতাইয়া গেলো কিজানি খাড়াইবো কিনা,1
317,তুই লাল ব্রা পড়া ছাড়বি তুই আসলেই প্রতিবন্ধি,1
318,ওরে হোগার পোলা,1
319,লাগছে বচ মাদারি করনচুদ বক্সুদ,1
320,এসব আবাল মাদারটোষ্ট বাইনচোদ বলেই আজও ফেসবুকের কমেন্ট পড়তে মন চাই,1
321,আরিফের বোদায় আঙ্গুল মেরে মাচিকের রক্ত লেগে বোন টার আঙ্গুল লাল টকটকে মরিচের মত হয়ে,1
322,হাট বাইঞ্চোদ বান্দীর পুত,1
323,মন্ডা চায় আবদুল মালের টাকলা মাথা তুর হুগা দিয়া বইরা তুরে মান্দার গাছের লাঠি দিয়া ইচ্ছা পিডাইতে পারতাম শান্তী পাইতামরে নাকির পোলা,1
324,তোর বালের খোমাডা দেহানোর,1
325,খানকির ছেলে,1
326,মা ভাতার অরে কতো চুদাচুদির কথা শুনতে,1
327,এক সাগর রোহিঙ্গাদের পাতলা গু এনে তোর পিছনের ফুটায় পাইপ দিয়ে সেট দিব তোর হা মুখ দিয়ে ফিল্টার হয়ে বের হয়ে নাফ নদীতে পরিশোধিত পানি পরবে,1
328,ইচ্ছা করতাছে রড গরম কইরা ঠান্ডা মাথা তোর পুটকিতে দেই গরম মাথা বাহিরে রাখি বের,1
329,মান্দার আমলের ভাবসাব এতদিনে লয় হালা টুকাই,1
330,লাল গেনজী ভচ শকুন পোচ মারে তাবিজের ধনু গাছের আগায় ঝোলে মুচকি মুচকি হসি নাকের আগায় বাল গোয়া মারা লইতে লইতে হোগায় ছাল আরিফ এভাবে চলবে কতো কাল,1
331,হ্লা কুত্তাসোদা আইচে পাবলিকের গনসোদন খাইতে,1
332,ওরে চান্দের দেশে নিয়া পুট্কি মারা দরকার চিৎকারে কারো ডির্স্টার্ব,1
333,চুদনার পো তোর চুদনা মার্কা চেহারাটা নিউজ ফিডে ঢুইকাই লাগে তাইলে মোনে চায় মন বলিতে পারিবেনা তোরে ঘোড়া দিয়া চুদান লাগে ভুস্কির নাতি পুটকি ত গতকাল রাতে চুদে ফাটিয়ে দিসে ওরকম বাকা হয়ে আছিস,1
334,তোর ভাব দেইক্ষা মন্ডায় চাইতছে একটা রড় গরম কইরা ঠান্ডা অংশ তোর হোগার ডুকাই দেই গরম অংশ বাইরে রাখি খুলতে মান্দার পুত,1
335,পুটকির ভেতর একটা ক্রিমরোল দেওনের কাম,1
336,কিরে তুতমারানি তুই গিনেস বুক নাম লিখাবি পৃথিবির সবথেকে গালি শুনা পাবলিক তুই তোর লাজলজ্জা বালের রে কাটলে উঠে তোর ঔষধ রেডি করছি ১০ বছর পচা কালা কুত্তার বিচা এইটা দিনে খাইলে তুই তাড়াতাড়ি মারা যাবি কারো গালি তর শুনা লাগবেনা,1
337,আহারে শুয়রের বাচ্চা কতদিন তোরে গালি দেই বান্দির পুত এতদিন কই ছিলি শাউয়ার পোলা ইউ মিসড ইউ মাদারচোদ,1
338,হালা আবালের জাত,1
339,খানকির পো,1
340,হালার ফালা সাধ সকালে তোর লাতিন আফ্রিকান খোমা দেইখা সকাল সকাল কষা হাগু হইছে হ্লা মাদার চোদ,1
341,আচ্ছা ভাই একটা কথা জিগাই তুই তোর মার পুটকি দিয়া বাইর হইছস,1
342,তোর গোয়ার বরিশালের সামাদ লঞ্চের সতেরো ডা ইঞ্জিন স্টার্ট কইরা ছাইড়া বুঝছি নাচে গানে মজা,1
343,হালার পুতে ছেলে মেয়ে হিজলা বুজা জায়,1
344,চুতমারানির পোলা,1
345,লাল তুর এতো প্রিয় মাগি,1
346,নটির পোলা আঁকাবাঁকা মেঠোপথে পেন্টি পইরা কই যাস,1
347,ইচ্ছা হইতাছে তর হুগা মাইরা দেই,1
348,ভন্ডু তুমার হোগার ভাড়ার এটলাস ছাতার চোখখা মাথাডা ডুকাইয়া দিমু,1
349,বেশ্যা,1
350,সালার বলদ আরিপ্পা,1
351,তুই হালা মরলি,1
352,অরে খানকির পোলা টুকাইর বাচ্চা দুধের কচি বোটা যায় ব্রা,1
353,অাবালে পরিপক্ব মোর সোনায় মোডানো দেশ কইথেকে অাসে একটা অারেক টা বড্ডা অাবাল খোদা তুমিই সামলাও,1
354,তোমরা আবাল চাও দেরি নয়আজই আসো আবালের আইড়ি তে,1
